Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1068529,Offset_1,DOMESTIC SH,LFC 028,IMPOUNDED,,,1,P0685480,5200,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,15:56:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,SPAY NEUTER NETWORK,OTHER,,0:00:00,,K19-462202,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068487,Offset_1,DOMESTIC SH,K3,IMPOUNDED,,,1,P0787821,16520,3,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,13:51:00,5/25/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462155,,,UNABLE TO SCAN,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068548,Offset_1,DOMESTIC SH,K12,IMPOUNDED,,,1,P0884777,10601,6,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,17:16:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462222,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068457,Offset_1,DOMESTIC SH,N4,IMPOUNDED,,,1,P0884715,6402,1,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,11:35:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462116,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068492,Offset_1,DOMESTIC SH,K5,IMPOUNDED,,,1,P0787821,16520,3,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,13:51:00,5/25/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462161,,,UNABLE TO SCAN,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068456,Offset_1,DOMESTIC SH,N4,IMPOUNDED,,,1,P0884715,6402,1,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,11:35:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462115,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068564,Offset_1,DOMESTIC SH,K2,IMPOUNDED,,,1,P0568332,10801,3,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,19:03:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462239,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068444,Offset_1,DOMESTIC SH,LFC 045,IMPOUNDED,,A19-173370,6,P9991757,9202,5,STRAY,CONFINED,OTHRINTAKS,DT1757,5/21/2019 0:00,11:23:00,5/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,SPAY NEUTER NETWORK,OTHER,,0:00:00,,K19-462102,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068565,Offset_1,DOMESTIC SH,K2,IMPOUNDED,,,1,P0568332,10801,3,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,19:03:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462240,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068536,Offset_1,DOMESTIC SH,N7,IMPOUNDED,,,1,P0696688,404,2,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,16:19:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462208,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068563,Offset_1,DOMESTIC SH,K2,IMPOUNDED,,,1,P0568332,10801,3,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,19:03:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462238,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068491,Offset_1,DOMESTIC SH,LFC 012,AVAILABLE,,,1,P0787821,16520,3,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,13:51:00,5/21/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462160,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068540,Offset_1,DOMESTIC SH,N7,IMPOUNDED,,,1,P0696688,404,2,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,16:19:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462211,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068579,Offset_1,DOMESTIC SH,K9,IMPOUNDED,,A19-174247,1,P9991770,12701,9,STRAY,CONFINED,OTHER,VD1770,5/21/2019 0:00,23:12:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462253,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068463,Offset_1,DOMESTIC SH,K11,IMPOUNDED,,,1,P0710555,6401,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,11:59:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462125,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068488,Offset_1,DOMESTIC SH,LFC 012,AVAILABLE,,,1,P0787821,16520,3,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,13:51:00,5/21/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462156,,,UNABLE TO SCAN,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068452,Offset_1,DOMESTIC SH,K7,IMPOUNDED,,,1,P0083109,6900,1,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,11:21:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462112,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068511,Offset_1,DOMESTIC SH,K14,IMPOUNDED,,,1,P0052809,10101,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,15:28:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462188,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068509,Offset_1,DOMESTIC SH,K14,IMPOUNDED,,,1,P0052809,10101,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,15:28:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462186,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068528,Offset_1,DOMESTIC SH,LFC 027,IMPOUNDED,,,1,P0685480,5200,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,15:56:00,5/23/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,SPAY NEUTER NETWORK,OTHER,,0:00:00,,K19-462201,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068557,Offset_1,DOMESTIC SH,LFC 035,IMPOUNDED,,A19-153455,14,P9991701,9802,2,STRAY,TRAP PROGRAM,OTHER,MM1701,5/21/2019 0:00,17:15:00,5/25/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,SPAY NEUTER NETWORK,OTHER,,0:00:00,,K19-462233,,,UNABLE TO SCAN,FIELD,CAUTION FERAL,1,FY2017,NEXT_FY,,,,
A1068449,Offset_1,DOMESTIC SH,K7,IMPOUNDED,,,1,P0083109,6900,1,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,11:21:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462109,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068538,Offset_1,DOMESTIC SH,N7,IMPOUNDED,,,1,P0696688,404,2,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,16:19:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462210,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068451,Offset_1,DOMESTIC SH,K7,IMPOUNDED,,,1,P0083109,6900,1,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,11:21:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462111,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068442,Offset_1,DOMESTIC SH,K10,IMPOUNDED,,,1,P0674841,5300,1,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,11:10:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462098,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068547,Offset_1,DOMESTIC SH,K12,IMPOUNDED,,,1,P0884777,10601,6,STRAY,AT LARGE,OTHRINTAKS,DL,5/21/2019 0:00,17:16:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462221,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068513,Offset_1,DOMESTIC SH,K14,IMPOUNDED,,,1,P0052809,10101,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,15:28:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462190,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068482,Offset_1,DOMESTIC SH,LFC 011,IMPOUNDED,,,1,P0787821,16520,3,STRAY,AT LARGE,OTHRINTAKS,BW,5/21/2019 0:00,13:51:00,5/25/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,SPAY NEUTER NETWORK,OTHER,,0:00:00,,K19-462150,,,UNABLE TO SCAN,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068510,Offset_1,DOMESTIC SH,K14,IMPOUNDED,,,1,P0052809,10101,6,STRAY,AT LARGE,OTHRINTAKS,AH,5/21/2019 0:00,15:28:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462187,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068576,Offset_1,DOMESTIC SH,K6,IMPOUNDED,,A19-174278,1,P0884765,8704,4,STRAY,AT LARGE,OTHER,MM1701,5/21/2019 0:00,21:12:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462250,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068577,Offset_1,DOMESTIC SH,K6,IMPOUNDED,,A19-174278,1,P0884765,8704,4,STRAY,AT LARGE,OTHER,MM1701,5/21/2019 0:00,21:12:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462251,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068571,Offset_1,DOMESTIC SH,PCC 02,IMPOUNDED,,A19-174279,1,P9991754,6301,4,STRAY,CONFINED,OTHER,AT1754,5/21/2019 0:00,20:37:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462245,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068578,Offset_1,DOMESTIC SH,K9,IMPOUNDED,,A19-174247,1,P9991770,12701,9,STRAY,CONFINED,OTHER,VD1770,5/21/2019 0:00,23:12:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462252,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068581,Offset_1,DOMESTIC SH,INCU 01,IMPOUNDED,,A19-174312,1,P0884808,12206,7,STRAY,CONFINED,OTHRINTAKS,EPOOLE,5/21/2019 0:00,23:22:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,RESC FOSTR,OTHER,,0:00:00,,K19-462255,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,16.3215859
A1065039,Offset_2,LABRADOR RETR,PCD 09,AVAILABLE,,A19-168707,1,P9991757,12000,7,CONFISOffset_1ED,KEEP SAFE,OTHER,DT1757,4/23/2019 0:00,3:34:00,5/3/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,MEDICAL,OTHER,,0:00:00,,K19-457973,,,SCAN NO CHIP,FIELD,,29,FY2017,NEXT_FY,,,,
A1066100,Offset_2,PIT BULL,AD 054,AVAILABLE,,A19-170038,1,P0689534,19016,10,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,VD1770,4/30/2019 0:00,7:15:00,5/9/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-459171,,,SCAN NO CHIP,FIELD,,22,FY2017,NEXT_FY,,,,
A1066408,Offset_2,GERM SHEPHERD,LFD 004,EU RISK,,A19-170606,1,P9991695,11701,5,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,YL1695,5/2/2019 0:00,14:16:00,5/3/2019 0:00,TREATABLE MANAGEABLE CONTAGIOUS,MEDICAL,OTHER,,0:00:00,,K19-459558,,,SCAN CHIP,FIELD,,20,FY2017,NEXT_FY,,,,
A1056587,Offset_2,PIT BULL,PCD 06,IMPOUNDED,,A19-172612,1,P0691335,3400,7,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,AV1171,5/13/2019 0:00,8:42:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-460930,,,SCAN CHIP,FIELD,,9,FY2017,NEXT_FY,,,,
A1067511,Offset_2,PIT BULL,PCD 07,IMPOUNDED,,A19-172612,1,P0691335,3400,7,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,AV1171,5/13/2019 0:00,8:42:00,5/24/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-460933,,,SCAN NO CHIP,FIELD,,9,FY2017,NEXT_FY,,,,
A1067910,Offset_2,PIT BULL,PCD 13,IMPOUNDED,,A19-173407,1,P9991758,19035,10,CONFISOffset_1ED,EVICTION,OTHRINTAKS,AR1758,5/16/2019 0:00,10:44:00,5/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461419,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A1067909,Offset_2,PIT BULL,PCD 13,IMPOUNDED,,A19-173407,1,P9991758,19035,10,CONFISOffset_1ED,EVICTION,OTHRINTAKS,AR1758,5/16/2019 0:00,10:44:00,5/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461418,,,SCAN NO CHIP,FIELD,,6,FY2017,NEXT_FY,,,,
A0846665,Offset_2,ROTTWEILER,PCD 08,IMPOUNDED,,A19-173516,1,P0884172,9802,6,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,TM1736,5/17/2019 0:00,4:59:00,5/28/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,HOLD NOTIFY,OTHER,,0:00:00,,K19-461502,,,SCAN CHIP,FIELD,,5,FY2017,NEXT_FY,,,,
A1068083,Offset_2,CHOW CHOW,PCD 18,IMPOUNDED,,A19-173674,1,P9991724,5901,4,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,LH1724,5/18/2019 0:00,6:58:00,5/29/2019 0:00,TREATABLE MANAGEABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-461634,,,SCAN NO CHIP,FIELD,CAUTION,4,FY2017,NEXT_FY,,,,
A1068258,Offset_2,LABRADOR RETR,PCD 25,IMPOUNDED,,A19-173899,1,P9991579,11500,5,CONFISOffset_1ED,CRUELTY,OTHER,ASB1579,5/19/2019 0:00,14:52:00,5/30/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,CRUELTY,OTHER,,0:00:00,,K19-461856,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068259,Offset_2,LABRADOR RETR,PCD 28,IMPOUNDED,,A19-173899,1,P9991579,11500,5,CONFISOffset_1ED,CRUELTY,OTHER,ASB1579,5/19/2019 0:00,14:52:00,5/30/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,CRUELTY,OTHER,,0:00:00,,K19-461857,,,SCAN NO CHIP,SWEEP,,3,FY2017,NEXT_FY,,,,
A1068629,Offset_2,AMERICAN STAFF,RECEIVING,IMPOUNDED,,A19-174329,1,P0884844,9611,13,CONFISOffset_1ED,KEEP SAFE,OTHRINTAKS,YL1695,5/22/2019 0:00,11:25:00,6/1/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,KEEP SAFE,OTHER,,0:00:00,,K19-462330,,,SCAN NO CHIP,FIELD,,0,FY2017,NEXT_FY,,,,
A1056914,Offset_2,PIT BULL,PAWS 23,AVAILABLE,,A19-152070,1,P0851701,5600,4,FOSTER,GENERAL,OTHRINTAKS,NRH,4/9/2019 0:00,11:17:00,4/9/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-456280,,,SCAN NO CHIP,OVER THE COUNTER,FREE ADOPTION,43,FY2017,NEXT_FY,,,,
A1051141,Offset_2,LABRADOR RETR,QD 03,UNAVAILABLE,,A19-172562,1,P0875081,20500,6,FOSTER,QUARANTINE,OTHRINTAKS,AH,5/12/2019 0:00,12:22:00,5/21/2019 0:00,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,FOSTER,OTHER,,0:00:00,,K19-460851,,,SCAN CHIP,OVER THE COUNTER,,10,FY2017,NEXT_FY,,,,
A1063082,Offset_2,AM PIT BULL TER,F4,UNAVAILABLE,,A19-165468,1,P0870824,20500,6,FOSTER,RETURN,OTHER,AT1754,5/20/2019 0:00,17:50:00,5/20/2019 0:00,HEALTHY,ADOP RESCU,FOSTER,,0:00:00,,K19-462025,,HEALTHY,SCAN NO CHIP,FIELD,FOSTER,2,FY2017,NEXT_FY,,,,
A1060581,Offset_2,LABRADOR RETR,DC 20,UNAVAILABLE,,,1,P0508088,20500,6,FOSTER,TREATMENT,OTHER,BP,5/21/2019 0:00,10:02:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462083,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,FOSTER,1,FY2017,NEXT_FY,,,,
A1064082,Offset_2,CHIHUAHUA SH,DC 19,UNAVAILABLE,,,1,P0866795,20500,6,FOSTER,TREATMENT,OTHER,BP,5/21/2019 0:00,9:25:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,MEDICAL,FOSTER,,0:00:00,,K19-462063,,TREATABLE REHABILITABLE CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,TRANSPORT,1,FY2017,NEXT_FY,,,,
A1066507,Offset_2,LABRADOR RETR,DC 24,UNAVAILABLE,,,1,P0063552,20500,6,FOSTER,TREATMENT,OTHER,BP,5/21/2019 0:00,9:29:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462065,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,FOSTER,1,FY2017,NEXT_FY,,,,
A1062590,Offset_2,AM PIT BULL TER,OFFICE,UNAVAILABLE,,,1,P0863065,20500,6,FOSTER,TREATMENT,OTHER,BP,5/22/2019 0:00,8:40:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462286,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,FOSTER,0,FY2017,NEXT_FY,,,,
A0965158,Offset_2,GERM SHEPHERD,DC 21,UNAVAILABLE,,,1,P0864711,20500,6,FOSTER,TREATMENT,OTHER,BP,5/22/2019 0:00,9:57:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462303,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,,0,FY2017,NEXT_FY,,,,
A1063888,Offset_2,LABRADOR RETR,DC 23,UNAVAILABLE,,A19-166727,1,P0063552,20500,6,FOSTER,TREATMENT,OTHER,BP,5/22/2019 0:00,8:42:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462287,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,FOSTER,0,FY2017,NEXT_FY,,,,
A1067092,Offset_2,PIT BULL,OFFICE,UNAVAILABLE,,A19-171766,1,P0680840,20500,6,FOSTER,TREATMENT,OTHER,BP,5/22/2019 0:00,8:40:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462285,,HEALTHY,SCAN NO CHIP,OVER THE COUNTER,FOSTER,0,FY2017,NEXT_FY,,,,
A0798297,Offset_2,AM PIT BULL TER,F2,AVAILABLE,,A19-160407,1,P0884414,20500,6,FOSTER,TREATMENT,OTHER,BP,5/22/2019 0:00,9:58:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,FOSTER,,0:00:00,,K19-462305,,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,FOSTER,0,FY2017,NEXT_FY,,,,
A1061670,Offset_2,CAIRN TERRIER,FOUND,IMPOUNDED,,,1,P0876890,,,FOUND REPORT,,,DG,3/21/2019 0:00,14:14:00,3/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-453994,,,SCAN NO CHIP,OVER THE COUNTER,,62,FY2017,NEXT_FY,,,,
A1064774,Offset_2,CHIHUAHUA LH,FOUND,IMPOUNDED,,,1,P0880627,10803,3,FOUND REPORT,,,DG,4/20/2019 0:00,13:07:00,4/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-457714,,,SCAN NO CHIP,OVER THE COUNTER,,32,FY2017,NEXT_FY,,,,
A1062294,Offset_2,PIT BULL,PSOffset_2 04,AVAILABLE,,,1,P0877643,16701,8,OWNER SURRENDER,GENERAL,BEHAVIOR,BW,3/26/2019 0:00,12:07:00,3/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-454695,,,SCAN NO CHIP,OVER THE COUNTER,,57,FY2017,NEXT_FY,,,,
A1049500,Offset_2,LABRADOR RETR,STAR 1,AVAILABLE,,,1,P0863026,20500,6,OWNER SURRENDER,GENERAL,NOTRIGHTFT,BW,4/2/2019 0:00,11:11:00,4/2/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-455481,,,SCAN CHIP,OVER THE COUNTER,,50,FY2017,NEXT_FY,,,,
A1063007,Offset_2,PIT BULL,PAWS 21,AVAILABLE,,,1,P0878582,7818,13,OWNER SURRENDER,GENERAL,FINANCIAL,AH,4/3/2019 0:00,11:05:00,4/9/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-455595,,,SCAN CHIP,OVER THE COUNTER,FREE  ADOPTION,49,FY2017,NEXT_FY,,,,
A1063337,Offset_2,PIT BULL,PAWS 17,AVAILABLE,,A19-165805,1,P0879000,12500,9,OWNER SURRENDER,GENERAL,BEHAVIOR,TM1736,4/6/2019 0:00,16:15:00,4/6/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-456013,,,SCAN NO CHIP,FIELD,FREE ADOPTION,46,FY2017,NEXT_FY,,,,
A1058824,Offset_2,PIT BULL,PAWS 18,AVAILABLE,,,1,P0878020,20500,6,OWNER SURRENDER,RETURN30,OTHRINTAKS,AH,4/15/2019 0:00,11:05:00,4/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-457002,,,SCAN CHIP,OVER THE COUNTER,FREE ADOPTION,37,FY2017,NEXT_FY,,,,
A1064194,Offset_2,GERM SHEPHERD,PSOffset_2 16,AVAILABLE,,A19-167116,1,P0758030,5600,4,OWNER SURRENDER,GENERAL,OTHRINTAKS,RV1213,4/15/2019 0:00,16:50:00,4/15/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-457076,,,SCAN CHIP,FIELD,,37,FY2017,NEXT_FY,,,,
A1064550,Offset_2,PIT BULL,PAWS 05,EU RISK,,,1,P0880358,16510,3,OWNER SURRENDER,GENERAL,HOUSING,CBM,4/18/2019 0:00,15:12:00,4/18/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,TRANSFER,,0:00:00,,K19-457458,,,SCAN NO CHIP,OVER THE COUNTER,TAGGED,34,FY2017,NEXT_FY,,,,
A1064923,Offset_2,PIT BULL,OFFICE,AVAILABLE,,,1,P0491368,12302,7,OWNER SURRENDER,GENERAL,PERSNLISSU,IF,4/21/2019 0:00,15:34:00,4/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-457833,,,SCAN NO CHIP,OVER THE COUNTER,,31,FY2017,NEXT_FY,,,,
